image_name,question,answer
c7b1788a.jpg,How many camera lenses are visible?,2
c7b1788a.jpg,What shape is the phone case?,Rectangular
c7b1788a.jpg,What color is the lace holder?,White
c7b1788a.jpg,Are the brush handles metallic or wooden?,Metallic
c7b1788a.jpg,What color dominates the makeup brushes?,Brown
f87a2a66.jpg,How many stacked rocks are visible?,6
f87a2a66.jpg,What color are the rocks?,Grey
f87a2a66.jpg,What word is printed on the case?,RELAX
f87a2a66.jpg,Is the camera lens circular or square?,Circular
f87a2a66.jpg,What shape is the phone case?,Rectangular
177c3f53.jpg,What shape is the phone case?,Rectangular
177c3f53.jpg,How many camera lenses are visible?,1
177c3f53.jpg,What color is the bottom portion of the case's image?,Red
177c3f53.jpg,Are the birds white?,No
177c3f53.jpg,Is the sun setting?,Yes
5ec01801.jpg,What shape is the phone case?,Rectangular
5ec01801.jpg,How many cameras are visible?,1
5ec01801.jpg,What color is the Eiffel Tower predominantly?,Gold
5ec01801.jpg,Is the background lighter or darker than the tower?,Lighter
5ec01801.jpg,What structure is depicted?,Tower
3b4da1cd.jpg,What shape is the rug?,Rectangular
3b4da1cd.jpg,How many distinct color bands are visible?,4
3b4da1cd.jpg,What is the predominant material of the rug's pile?,Wool
3b4da1cd.jpg,What pattern describes the rug's color gradient?,Ombre
3b4da1cd.jpg,Is the rug's surface textured or smooth?,Textured
1a508bb0.jpg,What shape is the phone case?,Rectangular
1a508bb0.jpg,How many camera lenses are visible?,1
1a508bb0.jpg,What color is the predominant text on the case?,Black
1a508bb0.jpg,Are the depicted books open or closed?,Open
1a508bb0.jpg,What is covering the back of the phone case?,Books
3b68f711.jpg,What shape are these earrings?,Round
3b68f711.jpg,How many earrings are shown?,2
3b68f711.jpg,What color are the earrings?,Silver
3b68f711.jpg,Are the earrings patterned or plain?,Plain
3b68f711.jpg,What type of jewelry is shown?,Earrings
5e5bc300.jpg,How many hearts are depicted?,1
5e5bc300.jpg,What shape are the notes?,Rectangular
5e5bc300.jpg,What color is the heart?,Red
5e5bc300.jpg,What word is written on the bottom note?,You
5e5bc300.jpg,How many clothespins are visible?,3
6403dfad.jpg,How many glasses are shown?,6
6403dfad.jpg,What material are these glasses made of?,Glass
6403dfad.jpg,What shape is the bowl of the glass?,Round
6403dfad.jpg,What color are the stems?,Clear
6403dfad.jpg,What is the purpose of these glasses?,Drinking
030f14e4.jpg,How many camera lenses are visible?,1
030f14e4.jpg,Rectangular,Shape
030f14e4.jpg,Colorful,Candies
030f14e4.jpg,Plastic,Material
030f14e4.jpg,Top,Camera
e355a7b8.jpg,What shape is this fitted sheet?,Rectangular
e355a7b8.jpg,How many color options are shown?,7
e355a7b8.jpg,Is the sheet patterned or plain?,Plain
e355a7b8.jpg,What brand is this sheet?,Umi
e355a7b8.jpg,Which corner of the sheet is shown closest?,Bottom
451477a9.jpg,How many separate pads are shown outside the packaging?,4
451477a9.jpg,What shape are the notepads?,Rectangular
451477a9.jpg,Is the paper lined or unlined?,Lined
451477a9.jpg,What color is the topmost visible pad in the package?,Green
451477a9.jpg,What color is the bottommost visible loose pad?,Green
9c637f36.jpg,How many burners are visible on the grill?,5
9c637f36.jpg,What color is the grill?,Silver
9c637f36.jpg,What shape are the grill's main cooking grates (under the lid)?,Rectangular
9c637f36.jpg,What is the shape of the control knobs?,Round
9c637f36.jpg,Where is the side burner located?,Left
9076b0d9.jpg,How many cameras are visible on the back of the case?,2
9076b0d9.jpg,What shape are the phone's corners?,Rounded
9076b0d9.jpg,Is the girl depicted smiling?,Yes
9076b0d9.jpg,What color is the girl's hair?,Black
9076b0d9.jpg,What color dominates the background of the phone case?,Blue
f9fa547c.jpg,How many cameras are visible on the back of the phone case?,2
f9fa547c.jpg,What shape are the depicted insects?,Butterflies
f9fa547c.jpg,What color is the top camera lens?,Red
f9fa547c.jpg,Is the background light or dark?,Dark
f9fa547c.jpg,What color predominates in the lower butterfly?,Blue
4ee21d40.jpg,How many pillows are visible?,1
4ee21d40.jpg,What color are the stripes on the comforter?,Red
4ee21d40.jpg,What shape is the pillow?,Square
4ee21d40.jpg,Is the pattern on the pillowcase checkered?,Yes
4ee21d40.jpg,What color is dominant on the folded flat sheet?,White
5cbf1332.jpg,What color are the chair's legs?,Black
5cbf1332.jpg,How many chairs are shown?,2
5cbf1332.jpg,What shape is the chair back?,Curved
5cbf1332.jpg,What is the material of the chair's upholstery?,Leather
5cbf1332.jpg,What is the chair's base style?,Tripod
73e298c5.jpg,What shape is the stone?,Round
73e298c5.jpg,What color is the gem?,Blue
73e298c5.jpg,How many stones are visible?,1
73e298c5.jpg,Is the chain thick or thin?,Thin
73e298c5.jpg,What is the metal's apparent color?,Silver
c70afc26.jpg,How many roses are visible?,2
c70afc26.jpg,What shape is the case?,Rectangular
c70afc26.jpg,What color are the stems?,Green
c70afc26.jpg,What color is the background?,Red
c70afc26.jpg,What is at the top center of the case?,Camera
ec4300d5.jpg,What shape is the bulb?,Pear
ec4300d5.jpg,How many bulbs are visible?,1
ec4300d5.jpg,What color is the frame?,Black
ec4300d5.jpg,Is the bulb enclosed or exposed?,Exposed
ec4300d5.jpg,What is the fixture's mounting orientation?,Vertical
60121106.jpg,What color is the person's raincoat?,Yellow
60121106.jpg,How many boats are visible?,1
60121106.jpg,What shape is the phone case?,Rectangular
60121106.jpg,What is the person standing on?,Dock
60121106.jpg,Is the image landscape or portrait?,Portrait
14b71c5a.jpg,How many camera lenses are visible?,1
14b71c5a.jpg,What is the predominant color?,Orange
14b71c5a.jpg,Is the case patterned or plain?,Patterned
14b71c5a.jpg,What shape is the camera flash?,Round
14b71c5a.jpg,Where is the volume button located?,Side
59ab306d.jpg,What shape are the individual links?,Rectangular
59ab306d.jpg,What color is the bracelet?,Gold
59ab306d.jpg,How many clasps are visible?,1
59ab306d.jpg,Is the bracelet's texture smooth or textured?,Textured
59ab306d.jpg,What shape is the bracelet when laid flat?,Oval
6afd427e.jpg,What shape is the phone case?,Rectangular
6afd427e.jpg,How many camera cutouts are visible?,1
6afd427e.jpg,What color is the prominent text?,Gold
6afd427e.jpg,Is the background patterned or plain?,Patterned
6afd427e.jpg,"What word appears above ""Girl""?",Daddy's
2a17a264.jpg,How many packets are in the box?,8
2a17a264.jpg,What is the brand of the oatmeal?,365
2a17a264.jpg,What shape is the box?,Rectangular
2a17a264.jpg,"Is the oatmeal described as ""Original"" or ""Flavored""?",Original
2a17a264.jpg,What fruit is shown on the oatmeal?,Strawberries
21c874a3.jpg,What color is the phone case predominantly?,Black
21c874a3.jpg,How many camera cutouts are visible?,1
21c874a3.jpg,What shape is the phone case?,Rectangular
21c874a3.jpg,"Is the text ""I am Me"" capitalized?",Yes
21c874a3.jpg,"What color is the smaller text below ""I am Me""?",Blue
902d2e68.jpg,How many boxes are visible?,5
902d2e68.jpg,Rectangular,Shape
902d2e68.jpg,Oat,Ingredient
902d2e68.jpg,Breakfast,Meal
902d2e68.jpg,Brown,Color
87f687a9.jpg,How many blankets are visible?,3
87f687a9.jpg,What shape are the small markings on the top blanket?,Round
87f687a9.jpg,What color is the trim on the predominantly white blanket?,Peach
87f687a9.jpg,Are the stripes on one blanket vertical or horizontal?,Horizontal
87f687a9.jpg,What shape are the markings on the white blanket?,Star
f9c5e013.jpg,How many leaves are depicted on the phone case?,1
f9c5e013.jpg,What color is the leaf?,Gold
f9c5e013.jpg,What shape are the camera cutouts?,Circular
f9c5e013.jpg,Is the background pattern striped or checkered?,Striped
f9c5e013.jpg,What color is the simulated wood?,Brown
1d26280e.jpg,What shape is the candle?,Square
1d26280e.jpg,How many candles are visible?,1
1d26280e.jpg,What color is the flame?,Yellow
1d26280e.jpg,What color are the hearts?,Red
1d26280e.jpg,What is depicted on the phone case?,Candle
64ce98c5.jpg,How many boxes are shown?,4
64ce98c5.jpg,"What color is the prominent text ""SOLIMO""?",White
64ce98c5.jpg,What shape are the boxes?,Rectangular
64ce98c5.jpg,What body part is depicted on the packaging?,Leg
64ce98c5.jpg,Is the flower depicted open or closed?,Open
8dd0900c.jpg,What shape is the phone case?,Rectangular
8dd0900c.jpg,How many camera cutouts are visible?,1
8dd0900c.jpg,Which color is most prominent?,Yellow
8dd0900c.jpg,Is the design abstract or geometric?,Abstract
8dd0900c.jpg,Where is the flash located?,Top
69127608.jpg,What shape are these cloths?,Rectangular
69127608.jpg,How many yellow cloths are visible?,4
69127608.jpg,What color is the top cloth?,Blue
69127608.jpg,Are the cloths patterned?,No
69127608.jpg,Folded or unfolded?,Folded
3bc2abcb.jpg,How many lions are visible?,2
3bc2abcb.jpg,What shape is the phone case?,Rectangular
3bc2abcb.jpg,What color is the sunset?,Orange
3bc2abcb.jpg,Is the female lion on the left or right?,Left
3bc2abcb.jpg,What is depicted on the case?,Lions
569d8e0b.jpg,How many frying pans are shown?,3
569d8e0b.jpg,What shape are the pans?,Round
569d8e0b.jpg,What color are the handles?,Black
569d8e0b.jpg,Are the pans stacked?,No
569d8e0b.jpg,What is the color of the largest pan?,Black
7c25e4ce.jpg,How many gloves are shown?,2
7c25e4ce.jpg,What color is the coating on the palms?,Gray
7c25e4ce.jpg,Are the cuffs ribbed?,Yes
7c25e4ce.jpg,What shape are the fingertips?,Rounded
7c25e4ce.jpg,Is the material smooth or textured?,Textured
0c23add5.jpg,How many probes are included?,2
0c23add5.jpg,What color is the main display on the larger unit?,Orange
0c23add5.jpg,Is the smaller unit rectangular or square?,Rectangular
0c23add5.jpg,What brand is the thermometer?,Umi
0c23add5.jpg,Digital or Analog?,Digital
d9d529b1.jpg,How many tablets are in the box?,30
d9d529b1.jpg,What is the dominant color of the box's background?,White
d9d529b1.jpg,What shape is the Whole Foods Market logo?,Circle
d9d529b1.jpg,"What word appears directly above ""GARLIC""?",DAILY
d9d529b1.jpg,What is the primary health benefit mentioned on the box?,Heart
06b62ccf.jpg,How many drawers are visible?,2
06b62ccf.jpg,What shape is the top surface?,Rectangular
06b62ccf.jpg,What is the primary color of this nightstand?,Gray
06b62ccf.jpg,Are the drawer fronts flat or textured?,Textured
06b62ccf.jpg,Is the nightstand wider than it is tall?,No
dfe7fa54.jpg,How many camera lenses are visible on the back of the phone?,3
dfe7fa54.jpg,What shape is the phone case?,Rectangular
dfe7fa54.jpg,Is the case transparent?,Yes
dfe7fa54.jpg,What color is the back of the phone?,Blue
dfe7fa54.jpg,How many phones are pictured?,2
db0516be.jpg,What color is the toe cap?,White
db0516be.jpg,How many shoes are shown?,1
db0516be.jpg,What shape are the holes?,Round
db0516be.jpg,What is the predominant color of the shoe?,Gray
db0516be.jpg,Are the shoes slip-on?,Yes
f449667c.jpg,What shape is the turkey breast?,Round
f449667c.jpg,How many slices of turkey are shown separately from the main piece?,3
f449667c.jpg,What color is the label?,Blue
f449667c.jpg,What is the turkey placed on?,Wood
f449667c.jpg,Is the turkey sliced or whole?,Both
599bfe70.jpg,What shape is the bag?,Rectangular
599bfe70.jpg,What brand is the flour?,Happy
599bfe70.jpg,How many pounds of flour are in the bag?,5
599bfe70.jpg,What color is the top portion of the bag?,Black
599bfe70.jpg,Is the flour bleached?,Yes
1d3d9812.jpg,What shape is the power bank?,Rectangular
1d3d9812.jpg,How many indicator lights are visible on the power bank?,4
1d3d9812.jpg,What color is the cable?,Black
1d3d9812.jpg,What type of connector is shown besides the USB-A?,Lightning
1d3d9812.jpg,What is the purpose of this product?,Charging
9121914c.jpg,What shape is the case?,Rectangular
9121914c.jpg,How many planets are depicted?,4
9121914c.jpg,What color is the background?,Black
9121914c.jpg,Is the pattern simple or complex?,Complex
9121914c.jpg,What object is at the top?,Hot-air-balloon
703aff10.jpg,What shape is the diffuser?,Oval
703aff10.jpg,How many buttons are visible?,2
703aff10.jpg,What color is the diffuser?,Brown
703aff10.jpg,Is the surface smooth or textured?,Smooth
703aff10.jpg,What material does the diffuser resemble?,Wood
5ca09487.jpg,What shape is the phone case?,Rectangular
5ca09487.jpg,How many camera lenses are visible?,2
5ca09487.jpg,"What color is the word ""BOSS""?",Black
5ca09487.jpg,"What word appears above ""BOSS""?",Girl
5ca09487.jpg,What color is the background pattern?,Pink
1910d027.jpg,How many camera lenses are visible?,1
1910d027.jpg,What shape is the phone case?,Rectangular
1910d027.jpg,Is the depicted face male or female?,Female
1910d027.jpg,What color are the lips?,Green
1910d027.jpg,Which facial feature is directly above the lips?,Nose
072e3e42.jpg,What is the dominant color of the rug?,Grey
072e3e42.jpg,What shape is the rug?,Rectangular
072e3e42.jpg,What pattern is featured on the rug?,Chevron
072e3e42.jpg,How many legs are visible on the chair?,4
072e3e42.jpg,What is covering the floor underneath the rug?,Wood
0fb2df11.jpg,What color is the sole?,White
0fb2df11.jpg,How many shoes are visible?,1
0fb2df11.jpg,What shape are the toes?,Round
0fb2df11.jpg,Are the laces pink or grey?,Pink
0fb2df11.jpg,Is the material knitted or woven?,Knitted
cfd78e9a.jpg,How many platforms are there?,3
cfd78e9a.jpg,What shape is the cat condo?,Square
cfd78e9a.jpg,What color are the poles?,Beige
cfd78e9a.jpg,Is the dangling toy string or feather?,String
cfd78e9a.jpg,How many cats are shown?,3
418963f6.jpg,What shape are these items?,Circular
418963f6.jpg,How many separate spools are visible beside the stack?,1
418963f6.jpg,What color is the topmost spool?,Pink
418963f6.jpg,Is orange present?,Yes
418963f6.jpg,What color is directly below the light-green spool in the stack?,Red
26c39e63.jpg,What color is the embroidery?,Gold
26c39e63.jpg,How many shoes are visible?,2
26c39e63.jpg,What shape are the toes?,Pointed
26c39e63.jpg,What color is the insole?,Gold
26c39e63.jpg,What is the dominant color of the shoe's exterior?,Black
bc3789c2.jpg,What color are the shoes?,Brown
bc3789c2.jpg,How many eyelets are visible on each shoe?,4
bc3789c2.jpg,What is the shape of the toe?,Rounded
bc3789c2.jpg,What material are the shoes made of?,Leather
bc3789c2.jpg,Are the laces tied?,Yes
58e236f6.jpg,What shape is the phone case?,Rectangular
58e236f6.jpg,How many cameras are visible?,1
58e236f6.jpg,What color is the dominant design element?,Pink
58e236f6.jpg,What shape are the repeated graphic elements?,Hearts
58e236f6.jpg,Is the bottom bar gold or silver?,Gold
5099899d.jpg,How many bottles are shown?,2
5099899d.jpg,What color is the cap?,Blue
5099899d.jpg,What shape are the bottles?,Oval
5099899d.jpg,What is the brand name?,Solimo
5099899d.jpg,What color is the background of the label?,Pink
64834020.jpg,How many straps cross the foot?,2
64834020.jpg,What shape is the toe?,Pointed
64834020.jpg,What color are the shoes?,Tan
64834020.jpg,Are the heels block or stiletto?,Block
64834020.jpg,Shiny or matte?,Shiny
1e3621e6.jpg,How many camera lenses are visible?,3
1e3621e6.jpg,What shape is the phone case?,Rectangular
1e3621e6.jpg,What is the predominant color?,Orange
1e3621e6.jpg,Is the pattern abstract or geometric?,Abstract
1e3621e6.jpg,Where is the flash located?,Top
b7ac08c5.jpg,What color are the socks?,Beige
b7ac08c5.jpg,How many socks are visible?,2
b7ac08c5.jpg,Are the socks patterned or plain?,Plain
b7ac08c5.jpg,Where do these socks end on the leg?,Knee
b7ac08c5.jpg,What shape are the toes of the socks?,Rounded
1b89c0dd.jpg,What shape are the small white markings?,Triangles
1b89c0dd.jpg,What color is the phone case?,Black
1b89c0dd.jpg,How many camera lenses are visible?,2
1b89c0dd.jpg,Is the pattern striped?,No
1b89c0dd.jpg,Rectangular or square?,Rectangular
040aef93.jpg,What shape is the pendant?,NorthCarolina
040aef93.jpg,What color is the chain?,Silver
040aef93.jpg,How many pendants are shown?,1
040aef93.jpg,Is the chain thick or thin?,Thin
040aef93.jpg,What is the pendant's material?,Metal
d9515224.jpg,What color is the pump?,Black
d9515224.jpg,How many handles are visible?,1
d9515224.jpg,What shape is the base?,Round
d9515224.jpg,Is the top wider than the bottom?,No
d9515224.jpg,What is the pump's function?,Pumping
dd018315.jpg,What color are the shoes?,Brown
dd018315.jpg,How many shoes are shown?,1
dd018315.jpg,What shape is the toe?,Rounded
dd018315.jpg,Are the shoes laced?,Yes
dd018315.jpg,What material are the shoes likely made of?,Suede
f34c24dc.jpg,How many stones are stacked?,6
f34c24dc.jpg,What shape is the camera lens?,Oval
f34c24dc.jpg,What color are the rocks?,Grey
f34c24dc.jpg,Is the image blurry or sharp?,Blurry
f34c24dc.jpg,What is printed near the bottom-right?,RELAX
22333cb8.jpg,What color is the sole of the shoe?,Tan
22333cb8.jpg,How many eyelets are visible on each side of the shoe?,2
22333cb8.jpg,What color is the toe of the shoe?,Blue
22333cb8.jpg,What material are these shoes likely made of?,Leather
22333cb8.jpg,Are the laces tied?,Yes
7a8d65eb.jpg,What shape is this pillow?,Rectangular
7a8d65eb.jpg,How many pom-poms are visible?,4
7a8d65eb.jpg,What color are the pom-poms?,White
7a8d65eb.jpg,What color is the pillow?,Orange
7a8d65eb.jpg,Is the pillow's surface textured?,Yes
3de3226f.jpg,How many pre-made cookies are shown on the packaging?,3
3de3226f.jpg,What is the shape of the cookies?,Round
3de3226f.jpg,What brand is the cookie dough?,365
3de3226f.jpg,"What is the primary color of the text ""Chocolate Chip Cookie Dough""?",Brown
3de3226f.jpg,What is the weight of the product in ounces?,16
f9b01f8d.jpg,What color are the bookends?,Black
f9b01f8d.jpg,How many trays are in the wall organizer?,5
f9b01f8d.jpg,What shape are the bookends?,Rectangular
f9b01f8d.jpg,Are the trays slanted or flat?,Slanted
f9b01f8d.jpg,How many bookends are shown?,4
b4aa69fa.jpg,What shape is the phone case?,Rectangular
b4aa69fa.jpg,How many camera lenses are visible?,1
b4aa69fa.jpg,What color is the depicted sky?,Orange
b4aa69fa.jpg,Is the road straight or curved?,Straight
b4aa69fa.jpg,What landscape feature is prominently displayed?,Mountain
b2efdd29.jpg,How many camera cutouts are visible?,1
b2efdd29.jpg,What shape is the phone case?,Rectangular
b2efdd29.jpg,Is the pattern abstract or geometric?,Abstract
b2efdd29.jpg,What color predominates the case design?,Orange
b2efdd29.jpg,"What is the likely material of the case (plastic, metal, wood)?",Plastic
b12e766f.jpg,What shape is the dog bed?,Oval
b12e766f.jpg,How many dogs are in the bed?,1
b12e766f.jpg,What color is the dog bed?,Brown
b12e766f.jpg,Is the bed's texture fluffy?,Yes
b12e766f.jpg,Is the dog bed patterned?,No
d5a01c31.jpg,What shape are the droplets?,Round
d5a01c31.jpg,How many camera lenses are visible?,2
d5a01c31.jpg,What color dominates the case?,Red
d5a01c31.jpg,Is the background textured?,Yes
d5a01c31.jpg,Rectangular or square?,Rectangular
3dd3c901.jpg,What color is the duvet cover?,Brown
3dd3c901.jpg,How many duvet covers are shown?,1
3dd3c901.jpg,Is the duvet cover folded?,Yes
3dd3c901.jpg,What shape is the duvet cover?,Rectangular
3dd3c901.jpg,What is the likely texture of the duvet cover?,Soft
51ebd602.jpg,What is the primary color of the artwork?,Blue
51ebd602.jpg,What shape is the canvas?,Rectangular
51ebd602.jpg,How many gold streaks are prominent?,2
51ebd602.jpg,What material is this artwork printed on?,Canvas
51ebd602.jpg,Is the pattern abstract or geometric?,Abstract
7c86ca9f.jpg,How many stones are on the ring?,7
7c86ca9f.jpg,What shape are the stones?,Round
7c86ca9f.jpg,What color is the band?,Silver
7c86ca9f.jpg,Is the band thick or thin?,Thin
7c86ca9f.jpg,What shape is the overall setting of the stones?,Row
24d8ceca.jpg,What shape is the phone case?,Rectangular
24d8ceca.jpg,How many cameras are visible?,1
24d8ceca.jpg,What color dominates the top-right corner?,Yellow
24d8ceca.jpg,Is the pattern abstract or geometric?,Abstract
24d8ceca.jpg,What color is the camera lens?,Black
f97880ec.jpg,What color is the cat's bow?,Pink
f97880ec.jpg,How many cameras are visible?,2
f97880ec.jpg,What shape are the cat's eyes?,Round
f97880ec.jpg,What color is the background?,Pink
f97880ec.jpg,How many paws are visible?,2
8f73a967.jpg,What shape is the sun?,Circle
8f73a967.jpg,How many camera lenses are visible?,2
8f73a967.jpg,What color dominates the background?,Orange
8f73a967.jpg,Are the birds above or below the sun?,Above
8f73a967.jpg,Is the image landscape or portrait?,Portrait
5b8c4c29.jpg,How many handles does the basket have?,2
5b8c4c29.jpg,What shape is the basket?,Cylindrical
5b8c4c29.jpg,What color is the dominant part of the basket?,White
5b8c4c29.jpg,Is the bottom half patterned or plain?,Patterned
5b8c4c29.jpg,What material is the basket likely made of?,Rope
acf87588.jpg,What color is the stand?,Black
acf87588.jpg,How many legs does the stand have?,3
acf87588.jpg,Is the boom arm straight or curved?,Straight
acf87588.jpg,What shape is the base?,Triangular
acf87588.jpg,Is the microphone included?,No
e90e5350.jpg,What shape is the phone case?,Rectangular
e90e5350.jpg,How many camera cutouts are visible?,2
e90e5350.jpg,What is the predominant color?,Blue
e90e5350.jpg,Is the pattern striped?,Yes
e90e5350.jpg,Is the case transparent?,No
c93e0db2.jpg,What color is the strap?,Black
c93e0db2.jpg,How many straps are visible?,1
c93e0db2.jpg,What shape is the sole?,Oval
c93e0db2.jpg,Are the straps striped?,Yes
c93e0db2.jpg,What color is the footbed?,Pink
ab788c05.jpg,How many eyes are visible?,2
ab788c05.jpg,What shape is the phone case?,Rectangular
ab788c05.jpg,Which color is most prominent?,Pink
ab788c05.jpg,Is the image abstract or realistic?,Abstract
ab788c05.jpg,Where is the camera located?,Top
6a86d416.jpg,How many tortillas are in the package?,8
6a86d416.jpg,What is the shape of the tortillas?,Round
6a86d416.jpg,What brand are these tortillas?,365
6a86d416.jpg,Are the stripes horizontal or vertical?,Horizontal
6a86d416.jpg,"What color is the prominent text ""Grain Free""?",Black
b2bf2a80.jpg,What color is the sole?,White
b2bf2a80.jpg,How many shoes are visible?,1
b2bf2a80.jpg,What shape is the toe?,Round
b2bf2a80.jpg,Is the upper material textured?,Knitted
b2bf2a80.jpg,What color are the shoes?,Blue
7e63548b.jpg,What shape is the phone case?,Rectangular
7e63548b.jpg,How many camera lenses are visible?,1
7e63548b.jpg,What color predominates on the case?,Blue
7e63548b.jpg,Is the pattern abstract or geometric?,Abstract
7e63548b.jpg,What is at the bottom center of the case?,Port
a1df3518.jpg,What shape is the appliance?,Round
a1df3518.jpg,How many buttons are on the front panel (excluding the preset buttons)?,6
a1df3518.jpg,What color is the lid's handle?,Black
a1df3518.jpg,Is the body primarily silver or black?,Silver
a1df3518.jpg,Digital,Display
91e6d53c.jpg,What color are the shoes?,Burgundy
91e6d53c.jpg,How many tassels are there?,1
91e6d53c.jpg,What shape is the toe?,Round
91e6d53c.jpg,Are the shoes laced?,No
91e6d53c.jpg,What material are the shoes likely made of?,Leather
f548a689.jpg,What shape are the stones?,Round
f548a689.jpg,How many earrings are shown?,2
f548a689.jpg,What color are the gems?,Purple
f548a689.jpg,What metal is used?,Silver
f548a689.jpg,What style is the clasp?,Leverback
5d08903b.jpg,What shape is the pendant?,Circular
5d08903b.jpg,How many letters are on the pendant?,1
5d08903b.jpg,What letter is on the pendant?,P
5d08903b.jpg,Is the chain thick or thin?,Thin
5d08903b.jpg,Silver or gold?,Silver
37ce0c9d.jpg,What color are these boots?,Blue
37ce0c9d.jpg,How many boots are shown?,1
37ce0c9d.jpg,Are the heels block or stiletto?,Block
37ce0c9d.jpg,What shape is the toe?,Round
37ce0c9d.jpg,Is the material shiny or matte?,Shiny
157478bb.jpg,What is the color of the trigger sprayer?,White
157478bb.jpg,How many bottles are shown?,1
157478bb.jpg,What shape is the bottle?,Cylindrical
157478bb.jpg,What is the brand name of the cleaner?,AmazonCommercial
157478bb.jpg,What is the purpose of this product?,Cleaning
8eaf9f8b.jpg,How many ports are there?,10
8eaf9f8b.jpg,What color are the port interiors?,Blue
8eaf9f8b.jpg,What shape is the device?,Rectangular
8eaf9f8b.jpg,Is the top side black or white?,Black
8eaf9f8b.jpg,What brand is this device?,AmazonBasics
d31e6a15.jpg,What color are the sandals?,Black
d31e6a15.jpg,How many straps does the sandal have?,1
d31e6a15.jpg,What shape is the toe of the sandal?,Round
d31e6a15.jpg,Is the Hunter logo embossed or printed?,Embossed
d31e6a15.jpg,What is the shape of the sole of the sandal?,Rectangular
5db57fa4.jpg,How many cameras are visible?,1
5db57fa4.jpg,What shape is the phone case?,Rectangular
5db57fa4.jpg,Which color is most prominent?,Blue
5db57fa4.jpg,Is the pattern abstract or geometric?,Abstract
5db57fa4.jpg,What is at the top center?,Camera
9c3b8dc7.jpg,What shape is the backrest?,Rectangular
9c3b8dc7.jpg,How many footrests are visible?,1
9c3b8dc7.jpg,What color are the legs?,Black
9c3b8dc7.jpg,Is the chair upholstered?,Yes
9c3b8dc7.jpg,What is the chair's primary color?,Gray
81686b0a.jpg,What shape is the pillow?,Square
81686b0a.jpg,How many pillows are shown?,1
81686b0a.jpg,What color is the pillowcase?,Pink
81686b0a.jpg,Is the material shiny or matte?,Shiny
81686b0a.jpg,What is the likely texture of this pillowcase?,Smooth
99f68c3b.jpg,What color is the crown?,Gold
99f68c3b.jpg,How many words are printed on the case?,1
99f68c3b.jpg,What shape is the phone case?,Rectangular
99f68c3b.jpg,What color is the background of the case?,Black
99f68c3b.jpg,What is written on the phone case?,King
b52c2389.jpg,What shape is the red graphic?,Heart
b52c2389.jpg,How many cameras are visible?,1
b52c2389.jpg,What color is the background of the case?,Black
b52c2389.jpg,"What color is the text ""Happy Girls are the Prettiest""?",Gold
b52c2389.jpg,Is the case rectangular?,Yes
c894c0f8.jpg,What color is the pump?,White
c894c0f8.jpg,How many pumps are visible?,1
c894c0f8.jpg,What shape is the bottle?,Oval
c894c0f8.jpg,Is the liquid transparent or opaque?,Transparent
c894c0f8.jpg,What is printed vertically on the bottle?,SOLIMO
673c4d53.jpg,What shape is this product?,Triangular
673c4d53.jpg,What color is the background of the bandana?,Black
673c4d53.jpg,How many points does the bottom of the bandana have?,1
673c4d53.jpg,Is the pattern repetitive?,Yes
673c4d53.jpg,What color are the details of the pattern?,White
009ebfd5.jpg,What shape is the phone case?,Rectangular
009ebfd5.jpg,How many camera lenses are visible?,2
009ebfd5.jpg,What color is the prominent text?,Black
009ebfd5.jpg,What is the background color of the top half of the case?,Grey
009ebfd5.jpg,What shape is the fingerprint sensor?,Circular
045210ab.jpg,How many camera lenses are visible?,2
045210ab.jpg,What shape are the dominant graphical elements?,Rectangular
045210ab.jpg,Is the background primarily light or dark?,Dark
045210ab.jpg,What is the approximate shape of the phone case?,Rectangular
045210ab.jpg,What color is the topmost stair-like element?,White
dcff709f.jpg,How many hooks are there?,2
dcff709f.jpg,What shape is the backing plate?,Irregular
dcff709f.jpg,How many screws are included?,2
dcff709f.jpg,What color is the hook?,Bronze
dcff709f.jpg,What is the hook's function?,Hanging
54e14a78.jpg,What color is the heel?,Brown
54e14a78.jpg,How many boots are shown?,1
54e14a78.jpg,What shape is the toe?,Round
54e14a78.jpg,What color are the stitches?,Gray
54e14a78.jpg,What material is the heel?,Wood
e8c0634e.jpg,What shape is the whiteboard's main surface?,Rectangular
e8c0634e.jpg,How many marker trays are visible?,1
e8c0634e.jpg,What color is the whiteboard's frame?,Silver
e8c0634e.jpg,Is the writing surface textured or smooth?,Smooth
e8c0634e.jpg,What color is the marker tray?,Black
5f62a8ef.jpg,How many flowers are clearly visible?,3
5f62a8ef.jpg,What shape is the camera lens?,Oval
5f62a8ef.jpg,What color are the flowers?,White
5f62a8ef.jpg,Rectangular or square?,Rectangular
5f62a8ef.jpg,Is the background blurry or sharp?,Blurry
54e2616e.jpg,What shape is the red graphic?,Heart
54e2616e.jpg,How many camera cutouts are visible?,1
54e2616e.jpg,What color is the background of the phone case?,Black
54e2616e.jpg,"What color is the text ""Happy Girls are the""?",Gold
54e2616e.jpg,Rectangular or square?,Rectangular
ae4b0f57.jpg,What shape is the toe?,Pointed
ae4b0f57.jpg,How many boots are shown?,1
ae4b0f57.jpg,What color are the elastic side panels?,Black
ae4b0f57.jpg,What material is the upper?,Suede
ae4b0f57.jpg,Is the heel high or low?,Low
cb2f9ae9.jpg,What shape is this rug?,Rectangular
