image_name,question,answer,generated_answer
26281e35.jpg,What shape is the phone case?,Rectangular,Art
26281e35.jpg,How many cameras are visible?,1,0
26281e35.jpg,What color are the clouds?,Yellow,blue.
26281e35.jpg,Is the background pattern bricks or stripes?,Bricks,Bricks
26281e35.jpg,What color is the top right corner of the case?,Green,blue
9559f957.jpg,How many drawers are visible?,2,3
9559f957.jpg,What shape is the tabletop?,Rectangular,Rectangle
9559f957.jpg,What color are the drawer knobs?,Silver,dark
9559f957.jpg,What is the overall color of the coffee table?,Dark,dark
9559f957.jpg,How many legs does the table have?,4,4
b4b9f904.jpg,What shape is the map?,Circular,circle
b4b9f904.jpg,What color is the frame?,Black,black
b4b9f904.jpg,How many cities are depicted?,1,paris
b4b9f904.jpg,Is the print textured?,Yes,yes
b4b9f904.jpg,What is below the map?,Paris,paris
86d56c14.jpg,What color is the text?,Black,black
86d56c14.jpg,How many words are visible?,Two,none
86d56c14.jpg,"What shape is the arrow underneath ""amazon""?",Smile,circle
86d56c14.jpg,"What is the font style of ""basics""?",Lowercase,monospaced
86d56c14.jpg,What brand is this?,Amazon,amazon
acd6e232.jpg,What color are the legs?,Brown,gray
acd6e232.jpg,How many buttons are visible on the back?,9,none
acd6e232.jpg,What shape is the back?,Rectangular,square
acd6e232.jpg,What is the material of the seat?,Fabric,fabric
acd6e232.jpg,Is the back tufted?,Yes,yes
de0231cb.jpg,What color are the lenses?,Smoke,black
de0231cb.jpg,How many pairs of glasses are shown?,3,3
de0231cb.jpg,What shape are the lenses?,Angular,round
de0231cb.jpg,What color are the frames?,Black,black
de0231cb.jpg,What is the primary material of the lenses?,Polycarbonate,plastic
4b9e8a41.jpg,How many camera cutouts are visible?,3,none
4b9e8a41.jpg,What shape is the phone case?,Rectangular,error
4b9e8a41.jpg,What color is the case?,Black,Black
4b9e8a41.jpg,Is the case textured?,Yes,Yes!
4b9e8a41.jpg,What is on the phone's screen?,Dandelion,Carbon
051b1105.jpg,What shape is the toe of the shoe?,Pointed,Pointed
051b1105.jpg,What color is the shoe?,Beige,Beige
051b1105.jpg,How many shoes are shown?,1,none
051b1105.jpg,What material does the shoe appear to be made of?,Suede,suede
051b1105.jpg,Is the heel flat?,Yes,yes
6b5e8971.jpg,What shape is the phone case?,Rectangular,Rectangle
6b5e8971.jpg,How many horizontal stripes are visible?,4,none.
6b5e8971.jpg,What color are the wider stripes?,Pink,gold
6b5e8971.jpg,Is the camera cutout oval or circular?,Oval,Yes
6b5e8971.jpg,What color is the glitter?,Gold,Gold
f6726cdf.jpg,What shape are the fruit slices?,Round,Orange
f6726cdf.jpg,How many camera cutouts are visible?,1,0
f6726cdf.jpg,What color is the predominant fruit?,Orange,Orange
f6726cdf.jpg,"Is the image pattern striped, floral, or citrus?",Citrus,Orange
f6726cdf.jpg,"Rectangular, square, or circular: What's the case shape?",Rectangular,Orange.
becf5693.jpg,What color is the prominent pattern on the hat?,Red,red
becf5693.jpg,How many ear flaps does the hat have?,2,none.
becf5693.jpg,Is the hat's pattern striped or plaid?,Plaid,yes.
becf5693.jpg,What material appears to make up the ear flaps' outer layer?,Fur,plaid
becf5693.jpg,Round or square is the general shape of the hat (excluding ear flaps)?,Round,round
f381a563.jpg,How many camera lenses are visible?,3,2
f381a563.jpg,What shape is the phone case?,Rectangular,marble
f381a563.jpg,What color are the veins in the marble pattern?,Gold,gold
f381a563.jpg,Is the power button on the left or right side?,Right,Left
f381a563.jpg,What is the predominant color of the case?,White,white
2ddb9782.jpg,What shape is the phone case?,Rectangular,Rock
2ddb9782.jpg,How many camera lenses are visible?,1,none.
2ddb9782.jpg,What color is the water?,Blue,blue
2ddb9782.jpg,Is the terrain depicted mountainous or flat?,Mountainous,Flat.
2ddb9782.jpg,What color is the top bezel of the phone?,White,Blue
0c6107ea.jpg,What shape is the binder?,Rectangular,Rectangle
0c6107ea.jpg,How many rings are visible?,1,None.
0c6107ea.jpg,What color is the binder?,White,white
0c6107ea.jpg,Is the binder open or closed?,Closed,Closed
0c6107ea.jpg,Is the binder's spine rounded or straight?,Straight,Straight
01f15262.jpg,How many panels are visible?,2,None
01f15262.jpg,What shape are the grommets?,Circular,Rectangle
01f15262.jpg,What color are the curtains?,Gray,Gray
01f15262.jpg,Are the curtains patterned or solid?,Solid,Solid
01f15262.jpg,How many curtain rods are shown?,1,1
fbc4201a.jpg,What shape is the phone case?,Rectangular,flower
fbc4201a.jpg,How many camera lenses are visible?,2,2
fbc4201a.jpg,What color are the flowers predominantly?,Purple,Purple
fbc4201a.jpg,Is the case patterned or plain?,Patterned,Yes
fbc4201a.jpg,What is at the top center of the case?,Flash,purple
51781afc.jpg,What shape are the links?,Circular,round
51781afc.jpg,How many strands are visible?,1,none
51781afc.jpg,What color is the necklace?,Silver,silver
51781afc.jpg,Is the chain thick or thin?,Thin,Thick
51781afc.jpg,What is the chain's texture?,Smooth,smooth
e4f0d5e1.jpg,What shape is the phone case?,Rectangular,love
e4f0d5e1.jpg,How many hearts are visible?,1,love
e4f0d5e1.jpg,What color is the background?,Pink,pink
e4f0d5e1.jpg,What word is written below the rocks?,LOVE,love
e4f0d5e1.jpg,How many camera lenses are visible?,1,2
adbbce81.jpg,What color are these shoes?,Black,black
adbbce81.jpg,How many shoes are shown?,1,none
adbbce81.jpg,What shape is the toe?,Rounded,square
adbbce81.jpg,What material are these shoes likely made of?,Leather,leather
adbbce81.jpg,Are these shoes laced?,No,yes
001b0a1b.jpg,How many camera lenses are visible?,3,2
001b0a1b.jpg,What color is the woman's mask?,Black,red
001b0a1b.jpg,What shape is the phone case?,Rectangular,Art
001b0a1b.jpg,What color dominates the artwork?,Red,red
001b0a1b.jpg,Is the woman's face shown fully or partially?,Partially,Yes
30884d46.jpg,What shape is the knob's face?,Rectangular,square
30884d46.jpg,How many screws are included?,2,1
30884d46.jpg,What color is the hardware?,Gold,gold
30884d46.jpg,Is the knob's surface textured or smooth?,Smooth,polished
30884d46.jpg,What is the knob's likely function?,Pulling,drawer
898a1cee.jpg,What shape is the phone case?,Rectangular,take
898a1cee.jpg,How many camera lenses are visible?,1,0
898a1cee.jpg,What color is the prominent text?,Black,Graffiti
898a1cee.jpg,What is written at the bottom of the case?,Easy,graffiti
898a1cee.jpg,Is the top half lighter or darker than the bottom half?,Darker,yes
04b81037.jpg,What shape are the depicted objects?,Rectangular,Rectangle
04b81037.jpg,How many camera lenses are visible?,1,0
04b81037.jpg,What color is the dominant pattern?,Grey,white
04b81037.jpg,Is the case patterned or plain?,Patterned,yes
04b81037.jpg,What is the object's primary function?,Protection,Architecture
73903c65.jpg,What shape is the filter?,Cylindrical,round
73903c65.jpg,How many connectors are visible at the top?,1,3
73903c65.jpg,What color is the filter?,White,white
73903c65.jpg,What brand is the filter?,AmazonBasics,amazon
73903c65.jpg,Is the filter's body textured or smooth?,Textured,Smooth
9dcd018d.jpg,How many camera lenses are visible?,1,0
9dcd018d.jpg,What shape is the phone case?,Rectangular,diamond
9dcd018d.jpg,What color is the power button?,Blue,black
9dcd018d.jpg,Is the pattern geometric or floral?,Geometric,both
9dcd018d.jpg,Transparent or opaque is the case's edge?,Transparent,transparent
d66ac2bd.jpg,What color is the dominant background?,Red,red.
d66ac2bd.jpg,How many cameras are visible on the back?,1,none.
d66ac2bd.jpg,What word is prominently displayed?,NO,NO!
d66ac2bd.jpg,Rectangular or square?,Rectangular,rectangle.
d66ac2bd.jpg,Is the case patterned or plain?,Patterned,Yes!
cf7f060c.jpg,How many cameras are visible on the back of the phone case?,1,None.
cf7f060c.jpg,What shape is the phone case?,Rectangular,Phone
cf7f060c.jpg,What color is the water in the image on the case?,Blue,Blue
cf7f060c.jpg,Is the top of the phone case flat or curved?,Curved,Curved
cf7f060c.jpg,What is depicted at the bottom of the image on the phone case?,Water,Water
2b50a58e.jpg,What color is the shoe's outer material?,Gray,gray
2b50a58e.jpg,What shape is the toe of the shoe?,Round,square
2b50a58e.jpg,How many shoes are visible?,1,None.
2b50a58e.jpg,Is the shoe patterned or solid?,Knitted,Solid
2b50a58e.jpg,What color is the insole?,Brown,gray
20e741ee.jpg,What shape is the jar?,Cylindrical,"""jar"""
20e741ee.jpg,How many ounces are in the jar?,17,"""a"
20e741ee.jpg,What color is the lid?,Gold,blue
20e741ee.jpg,Is the conserve organic?,Yes,yes
20e741ee.jpg,What brand is the conserve?,365,365
df90f112.jpg,What is the brand of this product?,365,365
df90f112.jpg,What color is the lid?,White,Blue.
df90f112.jpg,What shape is the container?,Rectangular,circle.
df90f112.jpg,How many ounces are in the container?,4,**ONE.**
df90f112.jpg,Is the cheese crumbled?,Yes,YES!
ecefb35a.jpg,What shape are the rainbows?,Arched,unicorn
ecefb35a.jpg,How many camera lenses are visible?,3,0
ecefb35a.jpg,What color is the background?,Black,rainbow
ecefb35a.jpg,What mythical creature is depicted?,Unicorn,unicorn
ecefb35a.jpg,What shape are the scattered pink shapes?,Hearts,unicorns
3c929c91.jpg,What shape is the hard drive?,Rectangular,Seagate
3c929c91.jpg,How many cables are shown?,1,2
3c929c91.jpg,What color is the USB connector?,Blue,black
3c929c91.jpg,Is the hard drive patterned?,Yes,yes
3c929c91.jpg,What color is the cable?,Black,black
ff800316.jpg,What color is the sole's speckled pattern?,White,navy
ff800316.jpg,How many eyelets are visible on each shoe?,5,None.
ff800316.jpg,What shape is the toe of the shoe?,Round,round
ff800316.jpg,What color are the shoelaces?,Navy,blue
ff800316.jpg,Is the shoe's upper material smooth or textured?,Textured,Smooth
7b14558a.jpg,What color are the sprinkles?,White,white
7b14558a.jpg,What shape is the container?,Cylindrical,Nonparapel
7b14558a.jpg,What is the brand?,365,nonpareils
7b14558a.jpg,How many ounces are in the container?,3.15,1
7b14558a.jpg,What is the shape of the sprinkles?,Spherical,Nonparapel
76c119ba.jpg,What shape is the bag?,Oval,Croc
76c119ba.jpg,How many zippers are visible?,1,none
76c119ba.jpg,What color is the bag?,Gray,white
76c119ba.jpg,Is the texture smooth or embossed?,Embossed,crocodile
76c119ba.jpg,How many straps does the bag have?,2,none
772f54e7.jpg,How many glasses are shown?,4,4
772f54e7.jpg,What shape are the glasses' bowls?,Conical,Oval.
772f54e7.jpg,What pattern decorates the glasses' stems?,Swirl,Swirls
772f54e7.jpg,What is inside one glass?,Liquid,Champagne
772f54e7.jpg,Are the glasses opaque or clear?,Clear,Clear.
439afd91.jpg,What is the brand of this styling gel?,WholeFoods,Whole
439afd91.jpg,What shape is the container?,Cylindrical,Styling
439afd91.jpg,How many fluid ounces is this product?,4,4
439afd91.jpg,What color is the cap?,Black,medium
439afd91.jpg,What word describes the hold of this gel?,Medium,Hold.
0bec0f35.jpg,What shape is the central graphic?,Heart,Heart
0bec0f35.jpg,How many cameras are visible?,2,2
0bec0f35.jpg,What color is the banner?,Beige,yellow
0bec0f35.jpg,"What word is above ""Prince""?",Dad's,Prince
0bec0f35.jpg,Is the background striped?,No,Yes
83a5d44b.jpg,What shape is the phone case?,Rectangular,Daddy's
83a5d44b.jpg,How many cameras are visible?,1,none.
83a5d44b.jpg,What color are the chevrons?,Gold,Gold!
83a5d44b.jpg,What color is the background?,Pink,gold
83a5d44b.jpg,"What is written below ""Daddy's""?",Girl,Glitter
662888fe.jpg,How many cameras are visible?,3,cat
662888fe.jpg,What color are the kitten's eyes?,Green,orange
662888fe.jpg,What shape is the phone case?,Rectangular,cat
662888fe.jpg,What is covering the kitten?,Blanket,cat
662888fe.jpg,What color is the phone case's border?,Purple,orange
2f881ff6.jpg,What color is the leaf?,Gold,gold
2f881ff6.jpg,How many leaves are depicted?,1,fern
2f881ff6.jpg,What shape is the camera cutout?,Circle,fern
2f881ff6.jpg,What is the background pattern?,Wood,fern
2f881ff6.jpg,What shape is the phone case?,Rectangular,fern
71c49612.jpg,How many screen protectors are shown?,2,1
71c49612.jpg,What shape is the screen protector?,Rectangular,curved
71c49612.jpg,What color is the screen protector's border?,Black,black
71c49612.jpg,Is the screen protector's surface smooth or textured?,Smooth,Smooth
71c49612.jpg,What is the approximate angle between the two protectors?,30,90°
00812571.jpg,What color is the woman's dress?,Blue,blue
00812571.jpg,How many butterflies are visible?,6,zero
00812571.jpg,What shape is the phone case?,Rectangular,butterfly
00812571.jpg,What color is the background?,Pink,blue
00812571.jpg,What is the woman wearing?,Dress,butterfly
9a23d96c.jpg,What shape is the headboard?,Rectangular,Square
9a23d96c.jpg,How many nightstands are shown?,1,1
9a23d96c.jpg,What color is the bed frame?,Black,pink
9a23d96c.jpg,What is the color of the headboard panels?,Pink,pink
9a23d96c.jpg,What is covering the bed?,Blanket,Beds
c7b1788a.jpg,How many camera lenses are visible?,2,0
c7b1788a.jpg,What shape is the phone case?,Rectangular,Vase
c7b1788a.jpg,What color is the lace holder?,White,Makeup
c7b1788a.jpg,Are the brush handles metallic or wooden?,Metallic,yes
c7b1788a.jpg,What color dominates the makeup brushes?,Brown,white
f87a2a66.jpg,How many stacked rocks are visible?,6,infinity.
f87a2a66.jpg,What color are the rocks?,Grey,Black.
f87a2a66.jpg,What word is printed on the case?,RELAX,love
f87a2a66.jpg,Is the camera lens circular or square?,Circular,Square
f87a2a66.jpg,What shape is the phone case?,Rectangular,Stone
177c3f53.jpg,What shape is the phone case?,Rectangular,Rectangle
177c3f53.jpg,How many camera lenses are visible?,1,2
177c3f53.jpg,What color is the bottom portion of the case's image?,Red,Orange
177c3f53.jpg,Are the birds white?,No,YES!
177c3f53.jpg,Is the sun setting?,Yes,YES!
5ec01801.jpg,What shape is the phone case?,Rectangular,Eiffel
5ec01801.jpg,How many cameras are visible?,1,Eiffel
5ec01801.jpg,What color is the Eiffel Tower predominantly?,Gold,Yellow.
5ec01801.jpg,Is the background lighter or darker than the tower?,Lighter,Yes.
5ec01801.jpg,What structure is depicted?,Tower,Eiffel
3b4da1cd.jpg,What shape is the rug?,Rectangular,Rectangle
3b4da1cd.jpg,How many distinct color bands are visible?,4,None.
3b4da1cd.jpg,What is the predominant material of the rug's pile?,Wool,wool
3b4da1cd.jpg,What pattern describes the rug's color gradient?,Ombre,ombre
3b4da1cd.jpg,Is the rug's surface textured or smooth?,Textured,Smooth
1a508bb0.jpg,What shape is the phone case?,Rectangular,Books
1a508bb0.jpg,How many camera lenses are visible?,1,0
1a508bb0.jpg,What color is the predominant text on the case?,Black,red
1a508bb0.jpg,Are the depicted books open or closed?,Open,Closed
1a508bb0.jpg,What is covering the back of the phone case?,Books,Books
3b68f711.jpg,What shape are these earrings?,Round,oval
3b68f711.jpg,How many earrings are shown?,2,1
3b68f711.jpg,What color are the earrings?,Silver,silver
3b68f711.jpg,Are the earrings patterned or plain?,Plain,Plain
3b68f711.jpg,What type of jewelry is shown?,Earrings,Jewelry
5e5bc300.jpg,How many hearts are depicted?,1,love
5e5bc300.jpg,What shape are the notes?,Rectangular,heart
5e5bc300.jpg,What color is the heart?,Red,red
5e5bc300.jpg,What word is written on the bottom note?,You,love
5e5bc300.jpg,How many clothespins are visible?,3,1
6403dfad.jpg,How many glasses are shown?,6,6
6403dfad.jpg,What material are these glasses made of?,Glass,glass
6403dfad.jpg,What shape is the bowl of the glass?,Round,round
6403dfad.jpg,What color are the stems?,Clear,white
6403dfad.jpg,What is the purpose of these glasses?,Drinking,wine
030f14e4.jpg,How many camera lenses are visible?,1,0
030f14e4.jpg,Rectangular,Shape,candy
030f14e4.jpg,Colorful,Candies,yes
030f14e4.jpg,Plastic,Material,yes
030f14e4.jpg,Top,Camera,yes
e355a7b8.jpg,What shape is this fitted sheet?,Rectangular,U
e355a7b8.jpg,How many color options are shown?,7,4
e355a7b8.jpg,Is the sheet patterned or plain?,Plain,umi
e355a7b8.jpg,What brand is this sheet?,Umi,umi
e355a7b8.jpg,Which corner of the sheet is shown closest?,Bottom,corners
451477a9.jpg,How many separate pads are shown outside the packaging?,4,None.
451477a9.jpg,What shape are the notepads?,Rectangular,Rectangle
451477a9.jpg,Is the paper lined or unlined?,Lined,Post-it®
451477a9.jpg,What color is the topmost visible pad in the package?,Green,yellow
451477a9.jpg,What color is the bottommost visible loose pad?,Green,orange
9c637f36.jpg,How many burners are visible on the grill?,5,None.
9c637f36.jpg,What color is the grill?,Silver,white
9c637f36.jpg,What shape are the grill's main cooking grates (under the lid)?,Rectangular,Square.
9c637f36.jpg,What is the shape of the control knobs?,Round,grill
9c637f36.jpg,Where is the side burner located?,Left,grill
9076b0d9.jpg,How many cameras are visible on the back of the case?,2,none
9076b0d9.jpg,What shape are the phone's corners?,Rounded,Square
9076b0d9.jpg,Is the girl depicted smiling?,Yes,Yes!
9076b0d9.jpg,What color is the girl's hair?,Black,pink
9076b0d9.jpg,What color dominates the background of the phone case?,Blue,pink
f9fa547c.jpg,How many cameras are visible on the back of the phone case?,2,2
f9fa547c.jpg,What shape are the depicted insects?,Butterflies,Butterfly
f9fa547c.jpg,What color is the top camera lens?,Red,black
f9fa547c.jpg,Is the background light or dark?,Dark,Light
f9fa547c.jpg,What color predominates in the lower butterfly?,Blue,pink
4ee21d40.jpg,How many pillows are visible?,1,3
4ee21d40.jpg,What color are the stripes on the comforter?,Red,black
4ee21d40.jpg,What shape is the pillow?,Square,square
4ee21d40.jpg,Is the pattern on the pillowcase checkered?,Yes,yes
4ee21d40.jpg,What color is dominant on the folded flat sheet?,White,red
5cbf1332.jpg,What color are the chair's legs?,Black,brown
5cbf1332.jpg,How many chairs are shown?,2,2
5cbf1332.jpg,What shape is the chair back?,Curved,Rectangle
5cbf1332.jpg,What is the material of the chair's upholstery?,Leather,Leather
5cbf1332.jpg,What is the chair's base style?,Tripod,metal
73e298c5.jpg,What shape is the stone?,Round,Blue
73e298c5.jpg,What color is the gem?,Blue,Blue
73e298c5.jpg,How many stones are visible?,1,None.
73e298c5.jpg,Is the chain thick or thin?,Thin,Thick
73e298c5.jpg,What is the metal's apparent color?,Silver,Blue
c70afc26.jpg,How many roses are visible?,2,3
c70afc26.jpg,What shape is the case?,Rectangular,round
c70afc26.jpg,What color are the stems?,Green,red
c70afc26.jpg,What color is the background?,Red,red
c70afc26.jpg,What is at the top center of the case?,Camera,red
ec4300d5.jpg,What shape is the bulb?,Pear,square
ec4300d5.jpg,How many bulbs are visible?,1,1
ec4300d5.jpg,What color is the frame?,Black,black
ec4300d5.jpg,Is the bulb enclosed or exposed?,Exposed,Exposure
ec4300d5.jpg,What is the fixture's mounting orientation?,Vertical,wall
60121106.jpg,What color is the person's raincoat?,Yellow,blue
60121106.jpg,How many boats are visible?,1,0
60121106.jpg,What shape is the phone case?,Rectangular,Phone
60121106.jpg,What is the person standing on?,Dock,water
60121106.jpg,Is the image landscape or portrait?,Portrait,Portrait
14b71c5a.jpg,How many camera lenses are visible?,1,3
14b71c5a.jpg,What is the predominant color?,Orange,Orange
14b71c5a.jpg,Is the case patterned or plain?,Patterned,Plain
14b71c5a.jpg,What shape is the camera flash?,Round,circle
14b71c5a.jpg,Where is the volume button located?,Side,Volume
59ab306d.jpg,What shape are the individual links?,Rectangular,round
59ab306d.jpg,What color is the bracelet?,Gold,gold
59ab306d.jpg,How many clasps are visible?,1,1
59ab306d.jpg,Is the bracelet's texture smooth or textured?,Textured,Smooth
59ab306d.jpg,What shape is the bracelet when laid flat?,Oval,square
6afd427e.jpg,What shape is the phone case?,Rectangular,daddy's
6afd427e.jpg,How many camera cutouts are visible?,1,none
6afd427e.jpg,What color is the prominent text?,Gold,pink
6afd427e.jpg,Is the background patterned or plain?,Patterned,Yes
6afd427e.jpg,"What word appears above ""Girl""?",Daddy's,Daddy's
2a17a264.jpg,How many packets are in the box?,8,None.
2a17a264.jpg,What is the brand of the oatmeal?,365,365
2a17a264.jpg,What shape is the box?,Rectangular,Box.
2a17a264.jpg,"Is the oatmeal described as ""Original"" or ""Flavored""?",Original,Original.
2a17a264.jpg,What fruit is shown on the oatmeal?,Strawberries,Strawberries
21c874a3.jpg,What color is the phone case predominantly?,Black,black
21c874a3.jpg,How many camera cutouts are visible?,1,none
21c874a3.jpg,What shape is the phone case?,Rectangular,i
21c874a3.jpg,"Is the text ""I am Me"" capitalized?",Yes,Yes
21c874a3.jpg,"What color is the smaller text below ""I am Me""?",Blue,blue
902d2e68.jpg,How many boxes are visible?,5,1
902d2e68.jpg,Rectangular,Shape,breakfast
902d2e68.jpg,Oat,Ingredient,oatmeal
902d2e68.jpg,Breakfast,Meal,breakfast
902d2e68.jpg,Brown,Color,breakfast
87f687a9.jpg,How many blankets are visible?,3,3
87f687a9.jpg,What shape are the small markings on the top blanket?,Round,star
87f687a9.jpg,What color is the trim on the predominantly white blanket?,Peach,yellow
87f687a9.jpg,Are the stripes on one blanket vertical or horizontal?,Horizontal,stripe
87f687a9.jpg,What shape are the markings on the white blanket?,Star,star
f9c5e013.jpg,How many leaves are depicted on the phone case?,1,none
f9c5e013.jpg,What color is the leaf?,Gold,Gold
f9c5e013.jpg,What shape are the camera cutouts?,Circular,Rectangle
f9c5e013.jpg,Is the background pattern striped or checkered?,Striped,yes.
f9c5e013.jpg,What color is the simulated wood?,Brown,brown
1d26280e.jpg,What shape is the candle?,Square,Candle
1d26280e.jpg,How many candles are visible?,1,candle
1d26280e.jpg,What color is the flame?,Yellow,red
1d26280e.jpg,What color are the hearts?,Red,red
1d26280e.jpg,What is depicted on the phone case?,Candle,Love
64ce98c5.jpg,How many boxes are shown?,4,3
64ce98c5.jpg,"What color is the prominent text ""SOLIMO""?",White,Orange
64ce98c5.jpg,What shape are the boxes?,Rectangular,Boxes
64ce98c5.jpg,What body part is depicted on the packaging?,Leg,Soma
64ce98c5.jpg,Is the flower depicted open or closed?,Open,Soma
8dd0900c.jpg,What shape is the phone case?,Rectangular,Art
8dd0900c.jpg,How many camera cutouts are visible?,1,none
8dd0900c.jpg,Which color is most prominent?,Yellow,yellow
8dd0900c.jpg,Is the design abstract or geometric?,Abstract,Abstract
8dd0900c.jpg,Where is the flash located?,Top,Flash.
69127608.jpg,What shape are these cloths?,Rectangular,Rectangle
69127608.jpg,How many yellow cloths are visible?,4,5
69127608.jpg,What color is the top cloth?,Blue,Blue
69127608.jpg,Are the cloths patterned?,No,yes
69127608.jpg,Folded or unfolded?,Folded,fold
3bc2abcb.jpg,How many lions are visible?,2,Zero.
3bc2abcb.jpg,What shape is the phone case?,Rectangular,lion
3bc2abcb.jpg,What color is the sunset?,Orange,LION
3bc2abcb.jpg,Is the female lion on the left or right?,Left,both.
3bc2abcb.jpg,What is depicted on the case?,Lions,LION
569d8e0b.jpg,How many frying pans are shown?,3,3
569d8e0b.jpg,What shape are the pans?,Round,Rectangle
569d8e0b.jpg,What color are the handles?,Black,black
569d8e0b.jpg,Are the pans stacked?,No,yes
569d8e0b.jpg,What is the color of the largest pan?,Black,black
7c25e4ce.jpg,How many gloves are shown?,2,1
7c25e4ce.jpg,What color is the coating on the palms?,Gray,black
7c25e4ce.jpg,Are the cuffs ribbed?,Yes,yes
7c25e4ce.jpg,What shape are the fingertips?,Rounded,round.
7c25e4ce.jpg,Is the material smooth or textured?,Textured,Smooth.
0c23add5.jpg,How many probes are included?,2,1
0c23add5.jpg,What color is the main display on the larger unit?,Orange,Orange.
0c23add5.jpg,Is the smaller unit rectangular or square?,Rectangular,Rectangular.
0c23add5.jpg,What brand is the thermometer?,Umi,umi
0c23add5.jpg,Digital or Analog?,Digital,digital
d9d529b1.jpg,How many tablets are in the box?,30,One.
d9d529b1.jpg,What is the dominant color of the box's background?,White,Garlic
d9d529b1.jpg,What shape is the Whole Foods Market logo?,Circle,Garlic
d9d529b1.jpg,"What word appears directly above ""GARLIC""?",DAILY,garlic
d9d529b1.jpg,What is the primary health benefit mentioned on the box?,Heart,garlic
06b62ccf.jpg,How many drawers are visible?,2,2
06b62ccf.jpg,What shape is the top surface?,Rectangular,Rectangle
06b62ccf.jpg,What is the primary color of this nightstand?,Gray,grey
06b62ccf.jpg,Are the drawer fronts flat or textured?,Textured,yes
06b62ccf.jpg,Is the nightstand wider than it is tall?,No,yes
dfe7fa54.jpg,How many camera lenses are visible on the back of the phone?,3,none.
dfe7fa54.jpg,What shape is the phone case?,Rectangular,error
dfe7fa54.jpg,Is the case transparent?,Yes,yes
dfe7fa54.jpg,What color is the back of the phone?,Blue,transparent
dfe7fa54.jpg,How many phones are pictured?,2,One
db0516be.jpg,What color is the toe cap?,White,gray
db0516be.jpg,How many shoes are shown?,1,1
db0516be.jpg,What shape are the holes?,Round,square
db0516be.jpg,What is the predominant color of the shoe?,Gray,gray
db0516be.jpg,Are the shoes slip-on?,Yes,yes
f449667c.jpg,What shape is the turkey breast?,Round,Breast.
f449667c.jpg,How many slices of turkey are shown separately from the main piece?,3,None.
f449667c.jpg,What color is the label?,Blue,red.
f449667c.jpg,What is the turkey placed on?,Wood,Bread
f449667c.jpg,Is the turkey sliced or whole?,Both,Whole
599bfe70.jpg,What shape is the bag?,Rectangular,Bag.
599bfe70.jpg,What brand is the flour?,Happy,happy
599bfe70.jpg,How many pounds of flour are in the bag?,5,All-Purpose
599bfe70.jpg,What color is the top portion of the bag?,Black,White.
599bfe70.jpg,Is the flour bleached?,Yes,no.
1d3d9812.jpg,What shape is the power bank?,Rectangular,square
1d3d9812.jpg,How many indicator lights are visible on the power bank?,4,none
1d3d9812.jpg,What color is the cable?,Black,black
1d3d9812.jpg,What type of connector is shown besides the USB-A?,Lightning,micro
1d3d9812.jpg,What is the purpose of this product?,Charging,Powerbank
9121914c.jpg,What shape is the case?,Rectangular,Space
9121914c.jpg,How many planets are depicted?,4,Space
9121914c.jpg,What color is the background?,Black,black
9121914c.jpg,Is the pattern simple or complex?,Complex,Complex
9121914c.jpg,What object is at the top?,Hot-air-balloon,Space
703aff10.jpg,What shape is the diffuser?,Oval,wood
703aff10.jpg,How many buttons are visible?,2,none.
703aff10.jpg,What color is the diffuser?,Brown,wood
703aff10.jpg,Is the surface smooth or textured?,Smooth,Smooth
703aff10.jpg,What material does the diffuser resemble?,Wood,wood
5ca09487.jpg,What shape is the phone case?,Rectangular,error
5ca09487.jpg,How many camera lenses are visible?,2,2
5ca09487.jpg,"What color is the word ""BOSS""?",Black,pink
5ca09487.jpg,"What word appears above ""BOSS""?",Girl,girl
5ca09487.jpg,What color is the background pattern?,Pink,pink
1910d027.jpg,How many camera lenses are visible?,1,3
1910d027.jpg,What shape is the phone case?,Rectangular,triangle
1910d027.jpg,Is the depicted face male or female?,Female,Yes
1910d027.jpg,What color are the lips?,Green,pink
1910d027.jpg,Which facial feature is directly above the lips?,Nose,mouth
072e3e42.jpg,What is the dominant color of the rug?,Grey,gray
072e3e42.jpg,What shape is the rug?,Rectangular,square
072e3e42.jpg,What pattern is featured on the rug?,Chevron,herringbone
072e3e42.jpg,How many legs are visible on the chair?,4,3
072e3e42.jpg,What is covering the floor underneath the rug?,Wood,carpet
0fb2df11.jpg,What color is the sole?,White,pink
0fb2df11.jpg,How many shoes are visible?,1,0
0fb2df11.jpg,What shape are the toes?,Round,round
0fb2df11.jpg,Are the laces pink or grey?,Pink,Pink
0fb2df11.jpg,Is the material knitted or woven?,Knitted,Knit
cfd78e9a.jpg,How many platforms are there?,3,3
cfd78e9a.jpg,What shape is the cat condo?,Square,square
cfd78e9a.jpg,What color are the poles?,Beige,white
cfd78e9a.jpg,Is the dangling toy string or feather?,String,Dangling
cfd78e9a.jpg,How many cats are shown?,3,3
418963f6.jpg,What shape are these items?,Circular,3d
418963f6.jpg,How many separate spools are visible beside the stack?,1,none.
418963f6.jpg,What color is the topmost spool?,Pink,multicolor
418963f6.jpg,Is orange present?,Yes,yes
418963f6.jpg,What color is directly below the light-green spool in the stack?,Red,green.
26c39e63.jpg,What color is the embroidery?,Gold,Black
26c39e63.jpg,How many shoes are visible?,2,None.
26c39e63.jpg,What shape are the toes?,Pointed,slippers
26c39e63.jpg,What color is the insole?,Gold,black
